PUID,Action,Timestamp,Status,ServiceName,Metadata,RetryCount,ErrorDetails,_metadata_spanner_mod_type,_metadata_spanner_table_name,_metadata_spanner_commit_timestamp,_metadata_spanner_server_transaction_id,_metadata_spanner_record_sequence,_metadata_spanner_is_last_record_in_transaction_in_partition,_metadata_spanner_number_of_records_in_transaction,_metadata_spanner_number_of_partitions_in_transaction,_metadata_big_query_commit_timestamp,UserId,Source,TransactionId,Processed
096b5ccd,SAVE_TRANSACTION,2025-01-07 08:09:59.783 UTC,PENDING,TransactionService,"{""amount"":219.0,""puid"":""096b5ccd"",""userId"":""User-096b5ccd""}",0,"",INSERT,payment_audit_trail,2025-01-07 08:09:59.791503 UTC,MTIzMDkzOTM1NTg1Mjc5OTU0MDk=,00000000,true,1,1,2025-01-07 08:10:05.301625 UTC,,,,
b3c0df0f,SAVE_TRANSACTION,2025-01-07 08:10:00.722 UTC,PENDING,TransactionService,"{""amount"":326.0,""puid"":""b3c0df0f"",""userId"":""User-b3c0df0f""}",0,"",INSERT,payment_audit_trail,2025-01-07 08:10:00.752639 UTC,NDg3MjkwMTcwOTgyNjAzNTM1Mg==,00000000,true,1,1,2025-01-07 08:10:05.452177 UTC,,,,
f384e5ce,SAVE_TRANSACTION,2025-01-07 08:10:02.754 UTC,PENDING,TransactionService,"{""amount"":639.0,""puid"":""f384e5ce"",""userId"":""User-f384e5ce""}",0,"",INSERT,payment_audit_trail,2025-01-07 08:10:02.763471 UTC,MTEzNzE3NTk0MTAzMDg0NTUzNzY=,00000000,true,1,1,2025-01-07 08:10:05.452208 UTC,,,,
597bd80e,PROCESS_PAYMENT,2025-01-07 08:10:01.884 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:10:01.892367 UTC,MzY0MzE5MDMzMzg1MjMwODQ3OA==,00000000,true,1,1,2025-01-07 08:10:05.452227 UTC,,,,
f384e5ce,PROCESS_PAYMENT,2025-01-07 08:10:02.785 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:10:02.792591 UTC,NDI0NzAzMjQ1MzQwMTM1MzkyNw==,00000000,true,1,1,2025-01-07 08:10:05.465919 UTC,,,,
2ce32b8f,UPDATE_STATUS,2025-01-07 08:10:04.862 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:10:04.870495 UTC,NTQxMDY1MjE0ODkwOTAwNTU0OQ==,00000000,true,1,1,2025-01-07 08:10:11.205874 UTC,,,,
2ce32b8f,PROCESS_PAYMENT,2025-01-07 08:10:04.986 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:10:04.994991 UTC,ODkyNjc5NDQyOTU1MjY4OTQxNw==,00000000,true,1,1,2025-01-07 08:10:11.427908 UTC,,,,
2b74f85e,UPDATE_STATUS,2025-01-07 08:10:33.45 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:10:33.459615 UTC,MTA2ODc4NzM0OTk0NzEwMDIwMTI=,00000000,true,1,1,2025-01-07 08:10:35.402395 UTC,,,,
abc84989,UPDATE_STATUS,2025-01-07 08:10:34.434 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:10:34.442335 UTC,MTU1MTk0NzIwMTgyMTEwMjM2NTA=,00000000,true,1,1,2025-01-07 08:10:40.968406 UTC,,,,
eb334ee3,UPDATE_STATUS,2025-01-07 08:10:43.61 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:10:43.619391 UTC,MTAzMTI3MTMyOTkwMDc5OTUwNDc=,00000000,true,1,1,2025-01-07 08:10:47.081544 UTC,,,,
eb334ee3,PROCESS_PAYMENT,2025-01-07 08:10:43.673 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:10:43.682079 UTC,MTc2MTYxNDc3OTI1Mjg4Njc3,00000000,true,1,1,2025-01-07 08:10:47.081559 UTC,,,,
46218ff7,PROCESS_PAYMENT,2025-01-07 08:10:42.565 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:10:42.573039 UTC,MTIyNjE0NjAxMzY4ODM4MDE0Mzc=,00000000,true,1,1,2025-01-07 08:10:47.081562 UTC,,,,
eb334ee3,UPDATE_STATUS,2025-01-07 08:10:46.841 UTC,COMPLETED,TransactionService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:10:46.850991 UTC,MjYzMDU2NDgwNDI5MDU2MjkzMg==,00000000,true,1,1,2025-01-07 08:10:52.955479 UTC,,,,
02923610,PROCESS_PAYMENT,2025-01-07 08:10:56.633 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:10:56.643519 UTC,MTQzMjM5MzgxMzkxNjY5NTMwNjg=,00000000,true,1,1,2025-01-07 08:10:59.235832 UTC,,,,
b95061a3,UPDATE_STATUS,2025-01-07 08:10:57.863 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:10:57.873023 UTC,MTUzNjE0MDk3ODEzNTI3NjE2Mjk=,00000000,true,1,1,2025-01-07 08:10:59.281757 UTC,,,,
a6616910,PROCESS_RECONCILIATION,2025-01-07 08:10:55.873 UTC,COMPLETED,ReconciliationService,"""Reconciliation processed successfully.""",0,"",INSERT,payment_audit_trail,2025-01-07 08:10:55.883823 UTC,MTM3NDU3MjkyMjM4ODkyNDc0Mzg=,00000000,true,1,1,2025-01-07 08:10:59.28122 UTC,,,,
123f733e,PROCESS_PAYMENT,2025-01-07 08:10:55.712 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:10:55.723407 UTC,NjY5MDA2NDIwNTI4NzY3Nzg2Mw==,00000000,true,1,1,2025-01-07 08:10:59.298398 UTC,,,,
b95061a3,PROCESS_PAYMENT,2025-01-07 08:10:57.662 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:10:57.673951 UTC,OTg5NzkyNDk3Njc2NzIyNDQxMQ==,00000000,true,1,1,2025-01-07 08:10:59.431552 UTC,,,,
142dc934,SAVE_TRANSACTION,2025-01-07 08:11:01.683 UTC,PENDING,TransactionService,"{""amount"":893.0,""puid"":""142dc934"",""userId"":""User-142dc934""}",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:01.691743 UTC,NjkyNjE3MjgxNTEzNjAwMjU3OA==,00000000,true,1,1,2025-01-07 08:11:05.570281 UTC,,,,
fe2b9228,PROCESS_PAYMENT,2025-01-07 08:10:58.777 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:10:58.786799 UTC,MTIxMTc3MTEzMDU2MzQwMzE5NzU=,00000000,true,1,1,2025-01-07 08:11:05.570293 UTC,,,,
142dc934,UPDATE_STATUS,2025-01-07 08:11:01.735 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:01.743967 UTC,NTI3MjI4MTU1NDk2ODIwNjAzNQ==,00000000,true,1,1,2025-01-07 08:11:05.592866 UTC,,,,
0e1bab50,PROCESS_PAYMENT,2025-01-07 08:11:02.794 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:02.804863 UTC,MTA2MjI3NTI5ODQwNDcyMjcwNzc=,00000000,true,1,1,2025-01-07 08:11:05.592882 UTC,,,,
2f83510f,UPDATE_STATUS,2025-01-07 08:11:06.935 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:06.943935 UTC,MzY5MDA3MzkxMTQ3NjI4OTYyMQ==,00000000,true,1,1,2025-01-07 08:11:11.452569 UTC,,,,
781d3611,UPDATE_STATUS,2025-01-07 08:11:08.962 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:08.972335 UTC,MTM3MTE0NTUzMDY4NDYzMTkxNTc=,00000000,true,1,1,2025-01-07 08:11:11.452594 UTC,,,,
2f83510f,UPDATE_STATUS,2025-01-07 08:11:07.017 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:07.025471 UTC,MTU2NDMxOTQzNTYxMTY3Mjg0NTE=,00000000,true,1,1,2025-01-07 08:11:11.460827 UTC,,,,
2f83510f,UPDATE_STATUS,2025-01-07 08:11:10.093 UTC,COMPLETED,TransactionService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:10.101951 UTC,MTYyNTA0Njc4NTgxNTM3MDQwNDg=,00000000,true,1,1,2025-01-07 08:11:11.500286 UTC,,,,
49376a62,UPDATE_STATUS,2025-01-07 08:11:09.951 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:09.958719 UTC,MTc5NjQyNjU0NjkwODM3MDgwMQ==,00000000,true,1,1,2025-01-07 08:11:11.503389 UTC,,,,
d549f81d,UPDATE_STATUS,2025-01-07 08:11:08.018 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:08.026351 UTC,MjI0Njk2OTIyOTUwNjExNDMxNw==,00000000,true,1,1,2025-01-07 08:11:11.505938 UTC,,,,
5c4e0898,PROCESS_PAYMENT,2025-01-07 08:11:13.952 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:13.960527 UTC,MTMwMjU0MzU4NTgzMDI0Njk5OA==,00000000,true,1,1,2025-01-07 08:11:17.550493 UTC,,,,
0d698f60,PROCESS_PAYMENT,2025-01-07 08:11:16.124 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:16.134527 UTC,MTQ2NTIyMDExNjkxMjAyNTQzMw==,00000000,true,1,1,2025-01-07 08:11:17.644844 UTC,,,,
c645ef3f,UPDATE_STATUS,2025-01-07 08:11:13.185 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:13.193711 UTC,Mzc2Mzk0NzQ4Nzg5MjE0NDE1OQ==,00000000,true,1,1,2025-01-07 08:11:17.644856 UTC,,,,
fc4e7709,UPDATE_STATUS,2025-01-07 08:11:15.106 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:15.115967 UTC,MTYxOTMwNDgyNDA4NjU2NzY5OQ==,00000000,true,1,1,2025-01-07 08:11:17.712873 UTC,,,,
0d698f60,SAVE_TRANSACTION,2025-01-07 08:11:15.945 UTC,PENDING,TransactionService,"{""amount"":327.0,""puid"":""0d698f60"",""userId"":""User-0d698f60""}",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:15.953439 UTC,NjE1Nzg4Nzc2Mjg2MDUzODcyNg==,00000000,true,1,1,2025-01-07 08:11:17.712885 UTC,,,,
0889b66f,PROCESS_PAYMENT,2025-01-07 08:11:19.234 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:19.243903 UTC,NTExODY4MTAwNzc4Nzk5NDU0,00000000,true,1,1,2025-01-07 08:11:23.55848 UTC,,,,
0889b66f,PROCESS_PAYMENT,2025-01-07 08:11:19.127 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:19.135135 UTC,MzAzODQyMzM4NjA0MjQ3MzMxMQ==,00000000,true,1,1,2025-01-07 08:11:23.631763 UTC,,,,
2cb81eb9,PROCESS_PAYMENT,2025-01-07 08:11:17.034 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:17.043711 UTC,MTQwOTU1MTQyNTk2MTkxNTEwMDM=,00000000,true,1,1,2025-01-07 08:11:23.640175 UTC,,,,
3ddf2b46,UPDATE_STATUS,2025-01-07 08:11:20.231 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:20.240671 UTC,NjQ3MTM4NDc1NTYyNTcxMjA0Mg==,00000000,true,1,1,2025-01-07 08:11:23.643372 UTC,,,,
b832845f,UPDATE_STATUS,2025-01-07 08:11:18.038 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:18.048031 UTC,NTk4MzU0ODg1NTA1NzU0OTg0,00000000,true,1,1,2025-01-07 08:11:23.643601 UTC,,,,
2cb81eb9,PROCESS_RECONCILIATION,2025-01-07 08:11:20.207 UTC,COMPLETED,ReconciliationService,"""Reconciliation processed successfully.""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:20.215695 UTC,ODQ4ODE1Nzk1ODQ5MTY3MjY1Ng==,00000000,true,1,1,2025-01-07 08:11:23.660996 UTC,,,,
f78159d1,UPDATE_STATUS,2025-01-07 08:11:21.348 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:21.356383 UTC,NDMzOTkzNzgxNzAzOTkzOTU4NA==,00000000,true,1,1,2025-01-07 08:11:23.661001 UTC,,,,
2cb81eb9,UPDATE_STATUS,2025-01-07 08:11:17.022 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:17.029791 UTC,NzE0NjU5MDk3ODU2MjkwODA1MA==,00000000,true,1,1,2025-01-07 08:11:23.668672 UTC,,,,
fc4e7709,PROCESS_RECONCILIATION,2025-01-07 08:11:18.208 UTC,COMPLETED,ReconciliationService,"""Reconciliation processed successfully.""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:18.217375 UTC,MTgwNTc1MTk3NjYzNjA2MTc4NjU=,00000000,true,1,1,2025-01-07 08:11:23.668685 UTC,,,,
b832845f,UPDATE_STATUS,2025-01-07 08:11:18.123 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:18.134271 UTC,MTgzNDQxMDg5MTk5Nzk1NjE5ODI=,00000000,true,1,1,2025-01-07 08:11:23.9334 UTC,,,,
5d03845e,UPDATE_STATUS,2025-01-07 08:11:23.124 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:23.132847 UTC,Njg3ODM2MzQ0MzEyNjUzMzg2Mg==,00000000,true,1,1,2025-01-07 08:11:28.640908 UTC,,,,
7f1c77bd,UPDATE_STATUS,2025-01-07 08:11:26.261 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:26.270079 UTC,MTE5ODY1MTQ2ODI0NDY2NDczMDE=,00000000,true,1,1,2025-01-07 08:11:28.834608 UTC,,,,
7f1c77bd,SAVE_TRANSACTION,2025-01-07 08:11:26.127 UTC,PENDING,TransactionService,"{""amount"":383.0,""puid"":""7f1c77bd"",""userId"":""User-7f1c77bd""}",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:26.135359 UTC,MTQzNzc4NjA2NjQ1NzU2NzI5OTk=,00000000,true,1,1,2025-01-07 08:11:28.996545 UTC,,,,
fd1b6803,PROCESS_PAYMENT,2025-01-07 08:11:25.276 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:25.284783 UTC,MTQ4OTI0MDcwNDI4OTc2ODMyMzc=,00000000,true,1,1,2025-01-07 08:11:28.996564 UTC,,,,
fd1b6803,PROCESS_PAYMENT,2025-01-07 08:11:25.323 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:25.331311 UTC,MTc3NjAwNTgwMjYwOTE2MzQxNjY=,00000000,true,1,1,2025-01-07 08:11:28.996582 UTC,,,,
a9a4ab6d,PROCESS_RECONCILIATION,2025-01-07 08:11:31.437 UTC,COMPLETED,ReconciliationService,"""Reconciliation processed successfully.""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:31.446319 UTC,MTAwNjg0MDkxNDczNTg3NTc0NDE=,00000000,true,1,1,2025-01-07 08:11:34.815321 UTC,,,,
49441d73,PROCESS_PAYMENT,2025-01-07 08:11:31.31 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:31.319343 UTC,Mzc3MTg3NTQzNTY2NjY2MDM4NQ==,00000000,true,1,1,2025-01-07 08:11:34.819719 UTC,,,,
7d46807f,UPDATE_STATUS,2025-01-07 08:11:30.258 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:30.267199 UTC,MTUwNTcxMDAzNTg3Mjc0NDIxNTk=,00000000,true,1,1,2025-01-07 08:11:34.827313 UTC,,,,
185844df,PROCESS_RECONCILIATION,2025-01-07 08:11:32.472 UTC,COMPLETED,ReconciliationService,"""Reconciliation processed successfully.""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:32.481359 UTC,MTQxOTE5MzYzODU1NzIzODA5MTU=,00000000,true,1,1,2025-01-07 08:11:34.831279 UTC,,,,
7d46807f,PROCESS_PAYMENT,2025-01-07 08:11:30.236 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:30.244895 UTC,NTAyMjcwMzM5MTU4NzQ1MDE0,00000000,true,1,1,2025-01-07 08:11:34.840163 UTC,,,,
ad8f5eef,PROCESS_PAYMENT,2025-01-07 08:11:33.31 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:33.318399 UTC,MTc3OTEyOTc2Njc2MDgzMzU1OTQ=,00000000,true,1,1,2025-01-07 08:11:34.958974 UTC,,,,
6cbf16f1,PROCESS_PAYMENT,2025-01-07 08:11:32.341 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:32.349727 UTC,MTAyMzg1NjkwMjY4MzQ2NzkzMDA=,00000000,true,1,1,2025-01-07 08:11:34.960209 UTC,,,,
ad8f5eef,PROCESS_PAYMENT,2025-01-07 08:11:33.378 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:33.386271 UTC,MTQ1NjIzODYyNTQxMzE0NTgyOTM=,00000000,true,1,1,2025-01-07 08:11:34.960224 UTC,,,,
7d46807f,UPDATE_STATUS,2025-01-07 08:11:33.484 UTC,COMPLETED,TransactionService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:33.491519 UTC,NTA2OTYwMjA0MzAyMjI5MjUwMQ==,00000000,true,1,1,2025-01-07 08:11:34.988427 UTC,,,,
185844df,PROCESS_PAYMENT,2025-01-07 08:11:29.246 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:29.255183 UTC,MTkzOTc2NjE4MDU0OTE1NDI0MA==,00000000,true,1,1,2025-01-07 08:11:35.00081 UTC,,,,
f4a09517,PROCESS_PAYMENT,2025-01-07 08:11:34.385 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:34.393295 UTC,NTU4NDM1MDAzOTI2NDkwNTU5NA==,00000000,true,1,1,2025-01-07 08:11:41.88928 UTC,,,,
bea2298f,PROCESS_PAYMENT,2025-01-07 08:11:35.363 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:35.372207 UTC,MTQ1NzA0MzY4MTYxMzMzOTkwNjI=,00000000,true,1,1,2025-01-07 08:11:42.046769 UTC,,,,
f4a09517,PROCESS_PAYMENT,2025-01-07 08:11:34.506 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:34.514047 UTC,NzgxMjQyNjUwOTc0ODk5NTQ3OA==,00000000,true,1,1,2025-01-07 08:11:42.063794 UTC,,,,
bea2298f,PROCESS_PAYMENT,2025-01-07 08:11:35.409 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:35.418031 UTC,MzkxNDI3Mzg3MDUzNDQ0NjA3Mw==,00000000,true,1,1,2025-01-07 08:11:42.071864 UTC,,,,
bea2298f,UPDATE_STATUS,2025-01-07 08:11:35.499 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:11:35.515407 UTC,NDIzMTM2NDcxNzU5NDkwMjI0Mg==,00000000,true,1,1,2025-01-07 08:11:42.144189 UTC,,,,
b5ce34c8,UPDATE_STATUS,2025-01-07 08:09:37.473 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:09:37.480831 UTC,MTEyNDg3OTAwMzgzNTQwMDk2Njg=,00000000,true,1,1,2025-01-07 08:09:41.12836 UTC,,,,
8e03751a,PROCESS_RECONCILIATION,2025-01-07 08:09:35.464 UTC,COMPLETED,ReconciliationService,"""Reconciliation processed successfully.""",0,"",INSERT,payment_audit_trail,2025-01-07 08:09:35.473839 UTC,NDUwNDc2NTE0MjAwMzkzMTk3Mw==,00000000,true,1,1,2025-01-07 08:09:41.128402 UTC,,,,
ae09e9a2,PROCESS_PAYMENT,2025-01-07 08:09:35.315 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:09:35.334895 UTC,MjEyNTAxODkxMjQ5NDQ4NTAzNw==,00000000,true,1,1,2025-01-07 08:09:41.184714 UTC,,,,
d0010a5b,PROCESS_PAYMENT,2025-01-07 08:09:36.419 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:09:36.428511 UTC,MTUwMDUwMjg5NTg3ODU5NjY1NDQ=,00000000,true,1,1,2025-01-07 08:09:41.184723 UTC,,,,
d0010a5b,UPDATE_STATUS,2025-01-07 08:09:39.588 UTC,COMPLETED,TransactionService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:09:39.613327 UTC,MTYyMDgyMjU5OTU5NjEwNTE2MjQ=,00000000,true,1,1,2025-01-07 08:09:41.184747 UTC,,,,
270fd1fe,PROCESS_PAYMENT,2025-01-07 08:09:41.534 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:09:41.542175 UTC,MTQzMTA5NzEwMDk2MDU4Mzc3NjA=,00000000,true,1,1,2025-01-07 08:09:46.719417 UTC,,,,
569fcb90,SAVE_TRANSACTION,2025-01-07 08:09:42.477 UTC,PENDING,TransactionService,"{""amount"":907.0,""puid"":""569fcb90"",""userId"":""User-569fcb90""}",0,"",INSERT,payment_audit_trail,2025-01-07 08:09:42.485311 UTC,MzE3NTY0OTUwMDQyMzU4OTQ3Nw==,00000000,true,1,1,2025-01-07 08:09:46.747538 UTC,,,,
270fd1fe,UPDATE_STATUS,2025-01-07 08:09:41.492 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:09:41.500079 UTC,MTE1NzU0MDU1NjQ3MzQ1MjI4ODk=,00000000,true,1,1,2025-01-07 08:09:46.750115 UTC,,,,
270fd1fe,SAVE_TRANSACTION,2025-01-07 08:09:41.357 UTC,PENDING,TransactionService,"{""amount"":660.0,""puid"":""270fd1fe"",""userId"":""User-270fd1fe""}",0,"",INSERT,payment_audit_trail,2025-01-07 08:09:41.366703 UTC,ODg1MjMyMzkyNzU5MzAzMTIzNA==,00000000,true,1,1,2025-01-07 08:09:46.750145 UTC,,,,
