PUID,Action,Timestamp,Status,ServiceName,Metadata,RetryCount,ErrorDetails,_metadata_spanner_mod_type,_metadata_spanner_table_name,_metadata_spanner_commit_timestamp,_metadata_spanner_server_transaction_id,_metadata_spanner_record_sequence,_metadata_spanner_is_last_record_in_transaction_in_partition,_metadata_spanner_number_of_records_in_transaction,_metadata_spanner_number_of_partitions_in_transaction,_metadata_big_query_commit_timestamp,UserId,Source,TransactionId,Processed,DataSource
d3fe4e6c-4e16-49bc-85d7-78efb0af3a03,CREATE_PAYMENT,2025-01-08 05:52:28.30397 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:52:28.702783 UTC,MTAwNjkwMTA4NTQxOTMxMDYzMzE=,00000000,true,1,1,2025-01-08 06:19:13.692493 UTC,,,,,InderBank
0732a011-09de-406b-a9f8-ee97fc9fb207,CREATE_PAYMENT,2025-01-08 05:49:31.883734 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:49:32.272543 UTC,NDUwMDc4OTYwMTUzOTg4NDA4,00000000,true,1,1,2025-01-08 06:19:13.692508 UTC,,,,,InderBank
1bedf503-a22c-4e9e-a4ba-ff3a3dbb0ba0,CREATE_PAYMENT,2025-01-08 05:43:28.214008 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:43:29.918799 UTC,MTI0MzA2NzI2NTMyMTEyNjE4NTM=,00000000,true,1,1,2025-01-08 06:19:13.731974 UTC,,,,,InderBank
c22b353b-e109-40ba-8b9f-8270114ea792,CREATE_PAYMENT,2025-01-08 06:00:13.118711 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:00:13.558703 UTC,NzIxNDI3NTg0NzQ1NTY3NTg2Mg==,00000000,true,1,1,2025-01-08 06:19:13.731977 UTC,,,,,InderBank
76cbd832-33cc-4e27-bd1f-be6185e6bab5,CREATE_PAYMENT,2025-01-08 06:04:23.65487 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:04:24.082847 UTC,MTY4MjA4MDIyNTI3ODA5MzExODA=,00000000,true,1,1,2025-01-08 06:19:13.731992 UTC,,,,,InderBank
190f129e-538e-4d70-a71d-2e742dda3081,CREATE_PAYMENT,2025-01-08 06:16:21.083918 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:16:21.447391 UTC,MTA1NzU0NjMxNDgwNDU0MTU1OA==,00000000,true,1,1,2025-01-08 06:19:13.731996 UTC,,,,,InderBank
655b24cd-75b8-4169-bf6d-268a062addc8,CREATE_PAYMENT,2025-01-08 05:59:32.628775 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:59:33.100143 UTC,MTQ1Mzc0OTcxNTQyODI0NDY1MDM=,00000000,true,1,1,2025-01-08 06:19:13.76232 UTC,,,,,InderBank
c8c8efa3-4746-4589-8bbe-2b6741f16080,CREATE_PAYMENT,2025-01-08 06:02:07.449842 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:02:07.880927 UTC,MTA0MDI4MDM3MTEwNjc0NjI1NTg=,00000000,true,1,1,2025-01-08 06:19:13.762336 UTC,,,,,InderBank
9f1ccf65-a53b-4bc0-8014-23ecccd1fb31,CREATE_PAYMENT,2025-01-08 05:58:39.861878 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:58:40.324143 UTC,MTQ0NTc3NzQ5NzA3OTYyODA2OTY=,00000000,true,1,1,2025-01-08 06:19:13.762348 UTC,,,,,InderBank
23a35441-f9b2-4af0-a782-554f2183ae98,CREATE_PAYMENT,2025-01-08 05:50:45.397045 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:50:45.780431 UTC,NzMxODM4Mjc0NDA3Mzk0MzY2MA==,00000000,true,1,1,2025-01-08 06:19:13.762358 UTC,,,,,InderBank
34a2a790-c230-4c05-929f-6c3f0ed0b6d0,CREATE_PAYMENT,2025-01-08 05:57:06.8965 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:57:07.349599 UTC,MTAwNDQ1NDMyMTI0MTIzNDM5NzU=,00000000,true,1,1,2025-01-08 06:19:13.780173 UTC,,,,,InderBank
17164c0e-9d10-4257-8aec-eeabf564517b,CREATE_PAYMENT,2025-01-08 05:53:24.784315 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:53:25.183967 UTC,ODIzNzUwOTI3ODAxMDc4ODY0NQ==,00000000,true,1,1,2025-01-08 06:19:13.780183 UTC,,,,,InderBank
4fef38de-b683-4e3f-91f0-ee74f9c4d72b,CREATE_PAYMENT,2025-01-08 05:58:11.148689 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:58:11.656991 UTC,ODY0ODYyNzA3ODM4MTEzNDc1OQ==,00000000,true,1,1,2025-01-08 06:19:13.78019 UTC,,,,,InderBank
b06ca3bd-3716-4604-a59d-114b48513079,CREATE_PAYMENT,2025-01-08 05:57:59.471118 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:57:59.982943 UTC,MTQ4MzcxMTc1Mjc2OTAzMjgzNjA=,00000000,true,1,1,2025-01-08 06:19:13.780205 UTC,,,,,InderBank
a1c2be1d-22b9-490f-94da-435cdf07a7bd,CREATE_PAYMENT,2025-01-08 06:12:16.279093 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:12:16.623135 UTC,NjExMjEyMjgxMjMyOTQzOTA4Mg==,00000000,true,1,1,2025-01-08 06:19:13.780213 UTC,,,,,InderBank
6af8407b-59f8-4d05-a024-83123e88e6a3,CREATE_PAYMENT,2025-01-08 05:48:57.773645 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:48:58.201231 UTC,MjI0MDQ3MDU0NTQ1NTE3NTE1Nw==,00000000,true,1,1,2025-01-08 06:19:13.811739 UTC,,,,,InderBank
5090847e-99d3-43f7-820a-8495eadc3a44,CREATE_PAYMENT,2025-01-08 06:13:24.521924 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:13:24.867295 UTC,MzI1MjU0OTUyNjQ4NTEzMDkzNQ==,00000000,true,1,1,2025-01-08 06:19:13.811744 UTC,,,,,InderBank
91bd559c-70be-47df-8436-173aa188ee0c,CREATE_PAYMENT,2025-01-08 06:08:56.808849 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:08:57.189343 UTC,MzY3NDgzOTQ4ODAwNDIzMjQyNQ==,00000000,true,1,1,2025-01-08 06:19:13.811755 UTC,,,,,InderBank
791c89af-1bfc-46c6-9ca3-8cce1637c2c9,CREATE_PAYMENT,2025-01-08 05:56:32.204124 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:56:32.629615 UTC,NDM2NzI2NjI5NjExMzM1MDIy,00000000,true,1,1,2025-01-08 06:19:13.811761 UTC,,,,,InderBank
9c9c8111-8993-476f-a79e-46d3bd3dc080,CREATE_PAYMENT,2025-01-08 05:55:46.169684 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:55:46.564639 UTC,OTM4Njg5NzI4Mjg4ODM3OTYyMQ==,00000000,true,1,1,2025-01-08 06:19:13.811772 UTC,,,,,InderBank
31dfbe0c-3c6b-4958-b705-92f0ffaa6809,CREATE_PAYMENT,2025-01-08 06:07:08.237883 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:07:08.652479 UTC,NzQ2MDU4Mzk3ODE2OTc4NDU1Mw==,00000000,true,1,1,2025-01-08 06:19:13.819626 UTC,,,,,InderBank
31328f6d-a8d3-4295-abd8-36d2fc42e636,CREATE_PAYMENT,2025-01-08 06:05:20.491942 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:05:20.899407 UTC,MTM5NTA0OTA3MTcxOTUxNjk2MTE=,00000000,true,1,1,2025-01-08 06:19:13.819633 UTC,,,,,InderBank
77b2bb28-d14b-4c5d-84e3-d11f2b94113a,CREATE_PAYMENT,2025-01-08 06:13:53.282811 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:13:53.629471 UTC,NDA5MjY5MzA3NTI5Njc4NDg4OQ==,00000000,true,1,1,2025-01-08 06:19:13.848893 UTC,,,,,InderBank
91558eb1-6c5b-44e6-a22e-382e7f0b83dd,CREATE_PAYMENT,2025-01-08 06:13:07.566581 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:13:07.914847 UTC,MTM2OTI1NDg4OTUxNzA4MzQxMjM=,00000000,true,1,1,2025-01-08 06:19:13.84892 UTC,,,,,InderBank
4f599fd8-9393-412e-94d2-87b3ec85179e,CREATE_PAYMENT,2025-01-08 06:02:52.860927 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:02:53.283471 UTC,MzgzNTI4MzUyMzI5Nzc2MDgyNA==,00000000,true,1,1,2025-01-08 06:19:13.849368 UTC,,,,,InderBank
47916351-d60b-46c0-8455-64f8970b2e5f,CREATE_PAYMENT,2025-01-08 05:59:15.446381 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:59:15.897583 UTC,MTQwNzEzODY4NTg5Mjk0MjYxOTc=,00000000,true,1,1,2025-01-08 06:19:13.849421 UTC,,,,,InderBank
7d889ac5-74d7-4376-b4f9-6132efbbb84e,CREATE_PAYMENT,2025-01-08 06:06:34.241431 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:06:34.653279 UTC,MTA3NjAzMjkwNDk0MDMxMDAxMTE=,00000000,true,1,1,2025-01-08 06:19:13.849426 UTC,,,,,InderBank
47e23410-2ac7-4149-8b9b-d24bc4f3ce86,CREATE_PAYMENT,2025-01-08 05:58:34.161301 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:58:34.596047 UTC,NzkyNjU1NDExMjk3Nzg1Nzg4OQ==,00000000,true,1,1,2025-01-08 06:19:13.849439 UTC,,,,,InderBank
ddebbc9e-acab-4f7c-a13d-c04be5e345c2,CREATE_PAYMENT,2025-01-08 05:50:11.500837 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:50:11.877727 UTC,MTg2ODg4MjkzMzcwMjk4NTkyOA==,00000000,true,1,1,2025-01-08 06:19:13.849446 UTC,,,,,InderBank
8fb5ebf3-20c4-4d91-8664-bfffc849aa19,CREATE_PAYMENT,2025-01-08 05:55:06.56272 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:55:06.945439 UTC,MTE5NzI1MTY4MDIxODY0MzMzMTM=,00000000,true,1,1,2025-01-08 06:19:13.849456 UTC,,,,,InderBank
68c1d91b-7717-4b53-9ac8-a22c13a8d14d,CREATE_PAYMENT,2025-01-08 06:05:48.866584 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:05:49.275439 UTC,MTIyMTg4OTc5MjA5OTQ3MzQ5OTY=,00000000,true,1,1,2025-01-08 06:19:13.849463 UTC,,,,,InderBank
c2ce0def-543b-4c95-813b-90a9b643e3ef,CREATE_PAYMENT,2025-01-08 06:06:39.886502 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:06:40.376783 UTC,MTc4Nzk1MDE2MTM1MzAwNTk3ODg=,00000000,true,1,1,2025-01-08 06:19:13.849474 UTC,,,,,InderBank
87643bfb-b6bf-42fe-a432-95f39f4f9070,CREATE_PAYMENT,2025-01-08 06:05:43.068676 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:05:43.477471 UTC,MTc1ODExNDQyMTc3NTgyMjg1NDI=,00000000,true,1,1,2025-01-08 06:19:13.849487 UTC,,,,,InderBank
6c4ab99e-a386-45cf-ad6f-bff3ed0106b2,CREATE_PAYMENT,2025-01-08 06:04:00.91334 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:04:01.348847 UTC,NDQ1NTMzMjkwMDMyMTA1MjM1OQ==,00000000,true,1,1,2025-01-08 06:19:13.85436 UTC,,,,,InderBank
e8fd375f-47f0-4bb5-86f9-b7935c83a32e,CREATE_PAYMENT,2025-01-08 05:49:43.147799 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:49:43.536927 UTC,NTE1MzQ0NjE5MDE3MTg2NDYwNw==,00000000,true,1,1,2025-01-08 06:19:13.854381 UTC,,,,,InderBank
c63a768f-cc2b-42cf-b2bc-0267d951551a,CREATE_PAYMENT,2025-01-08 06:08:51.156007 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:08:51.515247 UTC,Mjc1NzAzODExNTI0NzYxNDUzMw==,00000000,true,1,1,2025-01-08 06:19:13.857604 UTC,,,,,InderBank
9688ed67-781c-4b55-a2eb-489306aa9a03,CREATE_PAYMENT,2025-01-08 06:03:26.861941 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:03:27.275471 UTC,OTA3MjYwMTU3Mjg3NjcwOTIwNw==,00000000,true,1,1,2025-01-08 06:19:13.857612 UTC,,,,,InderBank
32f2b86a-aba9-4e94-9773-608ece12cd40,CREATE_PAYMENT,2025-01-08 05:49:20.609963 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:49:20.991471 UTC,MTA2MDAwNTM0NDc0MzI3Njc3MDI=,00000000,true,1,1,2025-01-08 06:19:13.857634 UTC,,,,,InderBank
a87ed78f-d9a9-4591-a5c4-367c5ae433b7,CREATE_PAYMENT,2025-01-08 06:05:31.772752 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:05:32.181423 UTC,NzMxNzg1OTIyMzAwMzc1NDczOQ==,00000000,true,1,1,2025-01-08 06:19:13.857642 UTC,,,,,InderBank
94df80d3-76e7-4a9b-bc0e-66924dd7459c,CREATE_PAYMENT,2025-01-08 06:13:58.93018 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 06:13:59.280447 UTC,MTY5NzMwNTAwMzY3MTA0MjIzMjY=,00000000,true,1,1,2025-01-08 06:19:13.8729 UTC,,,,,InderBank
5b9c2508-1779-4f5b-9719-95a2148dfd9d,CREATE_PAYMENT,2025-01-08 05:45:13.213812 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:45:13.631471 UTC,MTQ3MzUwNTM3OTEwOTc3OTAwODY=,00000000,true,1,1,2025-01-08 06:19:13.872913 UTC,,,,,InderBank
d02f07ce-5bc0-472d-bac6-81c11e98a931,CREATE_PAYMENT,2025-01-08 05:55:57.44946 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:55:57.883007 UTC,OTg3NTA0NzcwMzkzMzg4Njg4NA==,00000000,true,1,1,2025-01-08 06:19:13.872926 UTC,,,,,InderBank
895a6af1-36f6-40b9-8c57-852bc17ab1a5,CREATE_PAYMENT,2025-01-08 05:54:21.251091 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:54:21.628783 UTC,MTI4MTgzNTI2Mjg4OTg2MDc3MA==,00000000,true,1,1,2025-01-08 06:19:13.872935 UTC,,,,,InderBank
c78f3d71-5e52-41b6-8d27-047809d49b62,CREATE_PAYMENT,2025-01-08 05:48:01.158942 UTC,SUCCESS,Test-service,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,test_monitoring_table,2025-01-08 05:48:01.554447 UTC,MTE5ODU3NDgzMTY0NDkwMjQyNjM=,00000000,true,1,1,2025-01-08 06:19:13.872944 UTC,,,,,InderBank
